Id,Type,Transaction_type,Payer,Payee,Amount,Transaction_date
1049,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1050,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1051,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1052,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1053,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1054,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1055,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1056,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1057,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1058,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1059,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1060,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1061,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1062,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1063,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1064,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1065,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1066,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1067,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1068,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1069,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1070,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1071,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1072,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1073,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1074,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1075,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1076,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1077,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1078,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1079,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1080,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1081,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1082,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1083,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1084,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1085,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1086,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1087,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1088,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1089,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1090,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1091,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1092,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1093,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1094,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1095,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1096,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1097,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1098,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1099,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1100,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1101,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1102,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1103,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1104,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1105,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1106,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1107,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1108,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1109,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1110,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1111,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1112,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1113,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1114,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1115,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1116,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1117,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1118,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1119,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1120,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1121,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1122,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1123,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1124,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1125,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1126,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1127,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1128,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1129,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1130,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1131,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1132,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1133,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1134,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1135,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1136,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1137,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1138,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1139,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1140,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1141,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1142,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1143,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1144,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1145,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1146,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1147,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1148,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1149,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1150,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1151,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1152,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1153,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1154,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1155,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1156,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1157,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1158,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1159,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1160,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1161,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1162,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1163,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1164,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1165,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1166,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1167,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1168,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1169,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1170,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1171,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1172,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1173,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1174,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1175,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1176,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1177,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1178,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1179,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1180,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1181,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1182,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1183,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1184,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1185,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1186,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1187,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1188,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1189,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1190,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1191,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1192,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1193,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1194,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1195,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1196,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1197,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1198,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1199,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1200,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1201,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1202,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1203,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1204,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1205,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1206,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1207,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1208,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1209,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1210,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1211,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1212,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1213,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1214,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1215,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1216,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1217,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1218,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1219,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1220,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1221,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1222,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1223,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1224,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1225,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1226,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1227,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1228,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1229,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1230,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1231,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1232,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1233,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1234,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1235,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1236,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1237,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1238,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1239,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1240,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1241,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1242,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1243,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1244,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1245,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1246,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1247,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1248,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1249,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1250,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1251,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1252,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1253,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1254,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1255,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
1256,EXTERNAL,CUSTOMER_MERCHANT,tcwijekoon30@LOFC@2,acc.exide1@LOFC,1,12/21/2016 18:43
